"date","bw_alltweets","bw_noRTMT"
2020-08-21,"10595","3786"
2020-08-22,"9723","3607"
2020-08-23,"12126","4205"
2020-08-24,"10865","4423"
2020-08-25,"21327","4167"
2020-08-26,"29246","7921"
2020-08-27,"11424","4564"
2020-08-28,"24127","4206"
2020-08-29,"9143","3427"
2020-08-30,"9703","4132"
2020-08-31,"17007","5924"
2020-09-01,"59229","6056"
2020-09-02,"35741","6985"
2020-09-03,"26362","5493"
2020-09-04,"30173","4317"
2020-09-05,"26227","4836"
2020-09-06,"23183","5938"
2020-09-07,"35385","7498"
2020-09-08,"28242","7124"
2020-09-09,"51700","15200"
2020-09-10,"56639","11198"
2020-09-11,"36089","5098"
2020-09-12,"13937","4506"
2020-09-13,"11668","5364"
2020-09-14,"11763","5731"
2020-09-15,"10839","5173"
2020-09-16,"10941","4747"
2020-09-17,"9578","4236"
2020-09-18,"7247","3346"
2020-09-19,"8424","3464"
2020-09-20,"21370","6784"
2020-09-21,"32887","5241"
2020-09-22,"19701","5436"
2020-09-23,"12332","5185"
2020-09-24,"11369","4487"
2020-09-25,"8181","3644"
2020-09-26,"9263","3631"
2020-09-27,"43163","9252"
2020-09-28,"23161","5422"
2020-09-29,"11054","4623"
2020-09-30,"9060","4078"
2020-10-01,"10792","4045"
2020-10-02,"20578","3970"
2020-10-03,"12434","3375"
2020-10-04,"9962","4099"
2020-10-05,"11494","4734"
2020-10-06,"9850","4200"
2020-10-07,"7561","3728"
2020-10-08,"10550","3519"
2020-10-09,"26226","4369"
2020-10-10,"20505","3676"
2020-10-11,"18647","4541"
2020-10-12,"10258","3556"
2020-10-13,"14448","3560"
2020-10-14,"11423","3646"
2020-10-15,"8114","3519"
2020-10-16,"11420","3559"
2020-10-17,"12557","3619"
2020-10-18,"12206","3624"
2020-10-19,"13429","4078"
2020-10-20,"11560","4578"
2020-10-21,"9013","3746"
2020-10-22,"9026","4385"
2020-10-23,"7457","3301"
2020-10-24,"7758","3949"
2020-10-25,"8291","3747"
2020-10-26,"10393","4338"
2020-10-27,"7990","4188"
2020-10-28,"8542","3743"
2020-10-29,"7899","3657"
2020-10-30,"6659","2954"
2020-10-31,"5954","2736"
2020-11-01,"7933","3639"
2020-11-02,"7288","3232"
2020-11-03,"13015","5112"
2020-11-04,"7646","3408"
2020-11-05,"8695","4042"
2020-11-06,"8882","3243"
2020-11-07,"6000","2950"
2020-11-08,"8935","3369"
2020-11-09,"9815","3840"
2020-11-10,"14346","5030"
2020-11-11,"70195","34672"
2020-11-12,"44040","20631"
2020-11-13,"11177","5547"
2020-11-14,"7715","4062"
2020-11-15,"9186","4850"
2020-11-16,"10390","4733"
2020-11-17,"10387","5367"
2020-11-18,"16694","5251"
2020-11-19,"14348","4942"
2020-11-20,"14687","4679"
2020-11-21,"15752","3582"
2020-11-22,"10006","4151"
2020-11-23,"8382","4069"
2020-11-24,"13318","4548"
2020-11-25,"10329","4061"
2020-11-26,"7074","3239"
2020-11-27,"6016","3270"
2020-11-28,"8029","4487"
2020-11-29,"8132","4345"
2020-11-30,"7985","4287"
2020-12-01,"8201","4101"
2020-12-02,"8547","4419"
2020-12-03,"16244","4246"
2020-12-04,"11924","3532"
2020-12-05,"11109","3269"
2020-12-06,"13712","4369"
2020-12-07,"10623","4071"
2020-12-08,"11975","4787"
2020-12-09,"8048","4131"
2020-12-10,"6907","4093"
2020-12-11,"6316","3628"
2020-12-12,"6684","3686"
2020-12-13,"6850","3654"
2020-12-14,"7290","3974"
2020-12-15,"6998","3965"
2020-12-16,"8526","4261"
2020-12-17,"7840","3906"
2020-12-18,"8359","3311"
2020-12-19,"6625","3129"
2020-12-20,"9784","3374"
2020-12-21,"19563","4120"
2020-12-22,"9558","3518"
2020-12-23,"7940","3659"
2020-12-24,"6657","3018"
2020-12-25,"8571","3605"
2020-12-26,"10888","4841"
2020-12-27,"19926","6525"
2020-12-28,"34748","4619"
2020-12-29,"29501","4735"
2020-12-30,"23660","4624"
2020-12-31,"24732","3169"
2021-01-01,"10740","3201"
2021-01-02,"22604","3544"
2021-01-03,"20892","5053"
2021-01-04,"14597","6098"
2021-01-05,"15596","8111"
2021-01-06,"13240","6526"
2021-01-07,"9337","4864"
2021-01-08,"8796","4004"
2021-01-09,"24223","7847"
2021-01-10,"28592","6613"
2021-01-11,"17802","4522"
2021-01-12,"26753","6908"
2021-01-13,"11046","4693"
2021-01-14,"9488","4073"
2021-01-15,"10026","3969"
2021-01-16,"9091","4012"
2021-01-17,"7295","3356"
2021-01-18,"9500","3464"
2021-01-19,"8466","3326"
2021-01-20,"12603","4343"
2021-01-21,"12683","4213"
2021-01-22,"12962","3516"
2021-01-23,"8817","3621"
2021-01-24,"14119","4289"
2021-01-25,"14570","4265"
2021-01-26,"17841","5946"
2021-01-27,"30659","7375"
2021-01-28,"14406","4560"
2021-01-29,"8870","3767"
2021-01-30,"8120","3543"
2021-01-31,"13550","4945"
2021-02-01,"11810","4687"
2021-02-02,"18354","5048"
2021-02-03,"22498","6389"
2021-02-04,"10291","5000"
2021-02-05,"9175","4128"
2021-02-06,"10279","3887"
2021-02-07,"10973","4299"
2021-02-08,"12387","5337"
2021-02-09,"11357","4476"
2021-02-10,"11122","4768"
2021-02-11,"18546","5558"
2021-02-12,"9973","4339"
2021-02-13,"7918","3461"
2021-02-14,"10470","3906"
2021-02-15,"11833","4471"
2021-02-16,"12956","3991"
2021-02-17,"10187","4368"
2021-02-18,"8694","4032"
2021-02-19,"6615","3179"
2021-02-20,"15344","3116"
2021-02-21,"14026","3712"
2021-02-22,"13423","4713"
2021-02-23,"9520","3726"
2021-02-24,"16385","6196"
2021-02-25,"23619","5715"
2021-02-26,"8508","3328"
2021-02-27,"10215","3152"
2021-02-28,"22565","3543"
2021-03-01,"11787","4390"
2021-03-02,"10495","4783"
2021-03-03,"8804","4007"
2021-03-04,"7743","3910"
2021-03-05,"7222","3310"
2021-03-06,"6372","2976"
2021-03-07,"66324","11716"
2021-03-08,"36299","6996"
2021-03-09,"19057","5925"
2021-03-10,"14149","5182"
2021-03-11,"13897","4090"
2021-03-12,"17399","3494"
2021-03-13,"17438","3316"
2021-03-14,"10062","3920"
2021-03-15,"15027","4163"
2021-03-16,"10238","3657"
2021-03-17,"10569","3923"
2021-03-18,"9189","3531"
2021-03-19,"7357","2948"
2021-03-20,"11258","3598"
2021-03-21,"15318","4056"
2021-03-22,"20791","5036"
2021-03-23,"22205","5200"
2021-03-24,"15567","5394"
2021-03-25,"9294","4173"
2021-03-26,"6587","3121"
2021-03-27,"8836","3581"
2021-03-28,"10238","3914"
2021-03-29,"11831","4926"
2021-03-30,"510","211"
